Date,Expenses,Category,Amount,Municipality,Province,Region,ID
2020-07-17,Transportation,Survival,59.0,Quezon City,Metro Manila,National Capital Region,E2020-292
2020-07-20,Food/Drinks,Survival,67.0,Quezon City,Metro Manila,National Capital Region,E2020-293
2020-07-20,Grocery,Survival,80.0,Quezon City,Metro Manila,National Capital Region,E2020-294
2020-07-20,Transportation,Survival,94.0,Quezon City,Metro Manila,National Capital Region,E2020-295
2020-07-21,Food/Drinks,Survival,63.0,Quezon City,Metro Manila,National Capital Region,E2020-296
2020-07-21,Transportation,Survival,94.0,Quezon City,Metro Manila,National Capital Region,E2020-297
2020-07-21,Food/Drinks,Optional,198.0,Quezon City,Metro Manila,National Capital Region,E2020-298
2020-07-22,Food/Drinks,Survival,89.0,Quezon City,Metro Manila,National Capital Region,E2020-299
2020-07-22,Transportation,Survival,94.0,Quezon City,Metro Manila,National Capital Region,E2020-300
2020-07-23,Food/Drinks,Survival,89.0,Quezon City,Metro Manila,National Capital Region,E2020-301
2020-07-24,Food/Drinks,Survival,125.0,Quezon City,Metro Manila,National Capital Region,E2020-302
2020-07-24,Grocery,Survival,175.0,Quezon City,Metro Manila,National Capital Region,E2020-303
2020-07-26,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-304
2020-07-27,Food/Drinks,Survival,46.0,Quezon City,Metro Manila,National Capital Region,E2020-305
2020-07-28,Transportation,Survival,450.11,Quezon City,Metro Manila,National Capital Region,E2020-306
2020-07-28,Food/Drinks,Survival,89.0,Quezon City,Metro Manila,National Capital Region,E2020-307
2020-07-29,Food/Drinks,Survival,39.0,Quezon City,Metro Manila,National Capital Region,E2020-308
2020-07-29,Food/Drinks,Survival,45.0,Quezon City,Metro Manila,National Capital Region,E2020-309
2020-07-31,Food/Drinks,Survival,174.0,Quezon City,Metro Manila,National Capital Region,E2020-310
2020-08-01,Grocery,Survival,946.0,Quezon City,Metro Manila,National Capital Region,E2020-311
2020-08-01,Transportation,Survival,26.0,Quezon City,Metro Manila,National Capital Region,E2020-312
2020-08-02,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2020-313
2020-08-03,Electricity/Water,Obligation,257.58,Quezon City,Metro Manila,National Capital Region,E2020-314
2020-08-03,Food/Drinks,Optional,30.0,Quezon City,Metro Manila,National Capital Region,E2020-315
2020-08-05,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-316
2020-08-07,Food/Drinks,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2020-317
2020-08-08,Grocery,Survival,265.53,Quezon City,Metro Manila,National Capital Region,E2020-318
2020-08-08,Food/Drinks,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2020-319
2020-08-10,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-320
2020-08-11,Food/Drinks,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2020-321
2020-08-12,Food/Drinks,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2020-322
2020-08-12,Food/Drinks,Survival,85.0,Quezon City,Metro Manila,National Capital Region,E2020-323
2020-08-12,Food/Drinks,Optional,10.0,Quezon City,Metro Manila,National Capital Region,E2020-324
2020-08-13,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-325
2020-08-15,Grocery,Survival,744.0,Quezon City,Metro Manila,National Capital Region,E2020-326
2020-08-15,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2020-327
2020-08-16,Apartment,Obligation,3000.0,Quezon City,Metro Manila,National Capital Region,E2020-328
2020-08-16,Electricity/Water,Obligation,350.0,Quezon City,Metro Manila,National Capital Region,E2020-329
2020-08-18,Food/Drinks,Survival,120.0,Quezon City,Metro Manila,National Capital Region,E2020-330
2020-08-18,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-331
2020-08-21,Food/Drinks,Survival,175.0,Quezon City,Metro Manila,National Capital Region,E2020-332
2020-08-22,Grocery,Survival,909.73,Quezon City,Metro Manila,National Capital Region,E2020-333
2020-08-22,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-334
2020-08-26,Grocery,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-335
2020-08-27,Garbage,Obligation,20.0,Quezon City,Metro Manila,National Capital Region,E2020-336
2020-08-28,Electricity/Water,Obligation,148.68,Quezon City,Metro Manila,National Capital Region,E2020-337
2020-08-29,Grocery,Survival,826.42,Quezon City,Metro Manila,National Capital Region,E2020-338
2020-08-29,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-339
2020-08-29,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-340
2020-09-02,Food/Drinks,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-341
2020-09-03,Food/Drinks,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2020-342
2020-09-03,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-343
2020-09-05,Grocery,Survival,616.98,Quezon City,Metro Manila,National Capital Region,E2020-344
2020-09-05,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-345
2020-09-08,Food/Drinks,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2020-346
2020-09-09,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-347
2020-09-10,Food/Drinks,Survival,40.0,Quezon City,Metro Manila,National Capital Region,E2020-348
2020-09-10,Food/Drinks,Survival,60.0,Quezon City,Metro Manila,National Capital Region,E2020-349
2020-09-12,Grocery,Survival,735.43,Quezon City,Metro Manila,National Capital Region,E2020-350
2020-09-12,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-351
2020-09-13,Others,Unexpected,418.0,Quezon City,Metro Manila,National Capital Region,E2020-352
2020-09-14,Others,Unexpected,276.0,Quezon City,Metro Manila,National Capital Region,E2020-353
2020-09-14,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-354
2020-09-16,Food/Drinks,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2020-355
2020-09-17,Food/Drinks,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2020-356
2020-09-17,Garbage,Obligation,20.0,Quezon City,Metro Manila,National Capital Region,E2020-357
2020-09-18,Food/Drinks,Survival,68.0,Quezon City,Metro Manila,National Capital Region,E2020-358
2020-09-18,Entertainment/Subscriptions,Optional,129.0,Quezon City,Metro Manila,National Capital Region,E2020-359
2020-09-19,Grocery,Survival,863.38,Quezon City,Metro Manila,National Capital Region,E2020-360
2020-09-19,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-361
2020-09-19,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-362
2020-09-20,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-363
2020-09-24,Food/Drinks,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2020-364
2020-09-24,Food/Drinks,Survival,140.0,Quezon City,Metro Manila,National Capital Region,E2020-365
2020-09-24,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2020-366
2020-09-24,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-367
2020-09-25,Eating/Going Out,Optional,118.0,Quezon City,Metro Manila,National Capital Region,E2020-368
2020-09-25,Grocery,Survival,600.0,Quezon City,Metro Manila,National Capital Region,E2020-369
2020-09-25,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-370
2020-09-26,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-371
2020-09-29,Food/Drinks,Survival,130.0,Quezon City,Metro Manila,National Capital Region,E2020-372
2020-09-29,Phone/Internet,Optional,50.0,Quezon City,Metro Manila,National Capital Region,E2020-373
2020-10-01,Food/Drinks,Survival,78.0,Quezon City,Metro Manila,National Capital Region,E2020-374
2020-10-02,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-375
2020-10-02,Grocery,Survival,125.0,Quezon City,Metro Manila,National Capital Region,E2020-376
2020-10-02,Grocery,Survival,756.78,Quezon City,Metro Manila,National Capital Region,E2020-377
2020-10-02,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-378
2020-10-03,Phone/Internet,Optional,199.0,Quezon City,Metro Manila,National Capital Region,E2020-379
2020-10-08,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-380
2020-10-08,Food/Drinks,Survival,20.0,Quezon City,Metro Manila,National Capital Region,E2020-381
2020-10-08,Food/Drinks,Survival,16.0,Quezon City,Metro Manila,National Capital Region,E2020-382
2020-10-09,Grocery,Survival,883.18,Quezon City,Metro Manila,National Capital Region,E2020-383
2020-10-09,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-384
2020-10-09,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-385
2020-10-13,Food/Drinks,Survival,85.0,Quezon City,Metro Manila,National Capital Region,E2020-386
2020-10-15,Garbage,Obligation,20.0,Quezon City,Metro Manila,National Capital Region,E2020-387
2020-10-15,Food/Drinks,Survival,48.0,Quezon City,Metro Manila,National Capital Region,E2020-388
2020-10-16,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-389
2020-10-16,Grocery,Survival,489.6,Quezon City,Metro Manila,National Capital Region,E2020-390
2020-10-16,Grocery,Survival,135.0,Quezon City,Metro Manila,National Capital Region,E2020-391
2020-10-16,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-392
2020-10-16,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-393
2020-10-16,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-394
2020-10-22,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-395
2020-10-23,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-396
2020-10-23,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-397
2020-10-23,Grocery,Survival,649.88,Quezon City,Metro Manila,National Capital Region,E2020-398
2020-10-23,Home,Obligation,800.0,Quezon City,Metro Manila,National Capital Region,E2020-399
2020-10-25,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-400
2020-10-25,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-401
2020-10-29,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-402
2020-10-29,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-403
2020-10-30,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-404
2020-10-30,Grocery,Survival,684.1,Quezon City,Metro Manila,National Capital Region,E2020-405
2020-10-30,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-406
2020-10-30,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-407
2020-10-30,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-408
2020-11-03,Clothing/Shoes/Personal Items,Optional,945.45,Quezon City,Metro Manila,National Capital Region,E2020-409
2020-11-04,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-410
2020-11-05,Food/Drinks,Survival,27.0,Quezon City,Metro Manila,National Capital Region,E2020-411
2020-11-06,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-412
2020-11-06,Grocery,Survival,695.68,Quezon City,Metro Manila,National Capital Region,E2020-413
2020-11-06,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-414
2020-11-06,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-415
2020-11-08,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-416
2020-11-11,Clothing/Shoes/Personal Items,Optional,1931.35,Quezon City,Metro Manila,National Capital Region,E2020-417
2020-11-13,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-418
2020-11-13,Grocery,Survival,759.05,Quezon City,Metro Manila,National Capital Region,E2020-419
2020-11-13,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-420
2020-11-13,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-421
2020-11-14,Electricity/Water,Obligation,448.5,Quezon City,Metro Manila,National Capital Region,E2020-422
2020-11-15,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-423
2020-11-17,Food/Drinks,Survival,84.0,Quezon City,Metro Manila,National Capital Region,E2020-424
2020-11-19,Food/Drinks,Survival,34.0,Quezon City,Metro Manila,National Capital Region,E2020-425
2020-11-20,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-426
2020-11-20,Grocery,Survival,690.41,Quezon City,Metro Manila,National Capital Region,E2020-427
2020-11-22,Entertainment/Subscriptions,Optional,149.0,Quezon City,Metro Manila,National Capital Region,E2020-428
2020-11-22,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-429
2020-11-24,Food/Drinks,Survival,93.0,Quezon City,Metro Manila,National Capital Region,E2020-430
2020-11-27,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-431
2020-11-27,Grocery,Survival,611.12,Quezon City,Metro Manila,National Capital Region,E2020-432
2020-11-27,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-433
2020-11-27,Bank fees,Obligation,380.0,Quezon City,Metro Manila,National Capital Region,E2020-434
2020-11-28,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-435
2020-11-28,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-436
2020-11-28,Clothing/Shoes/Personal Items,Optional,2128.82,Quezon City,Metro Manila,National Capital Region,E2020-437
2020-11-30,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-438
2020-12-01,Food/Drinks,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-439
2020-12-04,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2020-440
2020-12-04,Hair Cut,Optional,60.0,Quezon City,Metro Manila,National Capital Region,E2020-441
2020-12-04,Grocery,Survival,557.9,Quezon City,Metro Manila,National Capital Region,E2020-442
2020-12-05,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2020-443
2020-12-05,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-444
2020-12-08,Food/Drinks,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2020-445
2020-12-09,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-446
2020-12-11,Grocery,Survival,789.77,Quezon City,Metro Manila,National Capital Region,E2020-447
2020-12-11,Transportation,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2020-448
2020-12-11,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-449
2020-12-12,Clothing/Shoes/Personal Items,Optional,773.09,Quezon City,Metro Manila,National Capital Region,E2020-450
2020-12-12,Transportation,Survival,179.0,Quezon City,Metro Manila,National Capital Region,E2020-451
2020-12-12,Food/Drinks,Optional,165.0,Quezon City,Metro Manila,National Capital Region,E2020-452
2020-12-15,Food/Drinks,Survival,65.0,Quezon City,Metro Manila,National Capital Region,E2020-453
2020-12-16,Electricity/Water,Obligation,330.0,Quezon City,Metro Manila,National Capital Region,E2020-454
2020-12-17,Garbage,Obligation,20.0,Quezon City,Metro Manila,National Capital Region,E2020-455
2020-12-18,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2020-456
2020-12-18,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-457
2020-12-18,Grocery,Survival,777.05,Quezon City,Metro Manila,National Capital Region,E2020-458
2020-12-20,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2020-459
2020-12-22,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2020-460
2020-12-22,Food/Drinks,Survival,90.0,Quezon City,Metro Manila,National Capital Region,E2020-461
2020-12-23,Electricity/Water,Obligation,130.68,Quezon City,Metro Manila,National Capital Region,E2020-462
2020-12-23,Entertainment/Subscriptions,Optional,1250.0,Quezon City,Metro Manila,National Capital Region,E2020-463
2020-12-24,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2020-464
2020-12-24,Others,Unexpected,100.0,Quezon City,Metro Manila,National Capital Region,E2020-465
2020-12-25,Grocery,Survival,1000.0,Quezon City,Metro Manila,National Capital Region,E2020-466
2020-12-25,Magazines/Newspapers/Books,Optional,400.0,Quezon City,Metro Manila,National Capital Region,E2020-467
2020-12-25,Transportation,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2020-468
2020-12-29,Phone/Internet,Optional,70.0,Quezon City,Metro Manila,National Capital Region,E2020-469
2020-12-29,Food/Drinks,Survival,72.0,Quezon City,Metro Manila,National Capital Region,E2020-470
2020-12-29,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-1
2020-12-29,Debt repayment,Obligation,1130.0,Quezon City,Metro Manila,National Capital Region,E2021-2
2020-12-30,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-3
2020-12-31,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-4
2021-01-01,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-5
2021-01-02,Phone/Internet,Obligation,90.0,Quezon City,Metro Manila,National Capital Region,E2021-6
2021-01-04,Food/Drinks,Survival,94.0,Quezon City,Metro Manila,National Capital Region,E2021-7
2021-01-05,Grocery,Survival,443.7,Quezon City,Metro Manila,National Capital Region,E2021-8
2021-01-05,Magazines/Newspapers/Books,Optional,207.75,Quezon City,Metro Manila,National Capital Region,E2021-9
2021-01-05,Transportation,Survival,75.0,Quezon City,Metro Manila,National Capital Region,E2021-10
2021-01-07,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-11
2021-01-08,Grocery,Survival,720.0,Quezon City,Metro Manila,National Capital Region,E2021-12
2021-01-08,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-13
2021-01-08,Bank fees,Obligation,15.0,Quezon City,Metro Manila,National Capital Region,E2021-14
2021-01-09,Phone/Internet,Optional,100.0,Quezon City,Metro Manila,National Capital Region,E2021-15
2021-01-10,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-16
2021-01-12,Transportation,Survival,80.0,Quezon City,Metro Manila,National Capital Region,E2021-17
2021-01-13,Electricity/Water,Obligation,500.0,Quezon City,Metro Manila,National Capital Region,E2021-18
2021-01-13,Food/Drinks,Survival,95.0,Quezon City,Metro Manila,National Capital Region,E2021-19
2021-01-15,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-20
2021-01-15,Grocery,Survival,792.06,Quezon City,Metro Manila,National Capital Region,E2021-21
2021-01-15,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-22
2021-01-15,Bank fees,Unexpected,5.0,Quezon City,Metro Manila,National Capital Region,E2021-23
2021-01-16,Food/Drinks,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2021-24
2021-01-16,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-25
2021-01-17,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-26
2021-01-18,Phone/Internet,Unexpected,50.0,Quezon City,Metro Manila,National Capital Region,E2021-27
2021-01-19,Pension Fund,Obligation,1200.0,Makati City,Metro Manila,National Capital Region,E2021-28
2021-01-21,Debt repayment,Obligation,8.03,Quezon City,Metro Manila,National Capital Region,E2021-29
2021-01-22,Grocery,Survival,572.25,Quezon City,Metro Manila,National Capital Region,E2021-30
2021-01-22,Electricity/Water,Obligation,130.65,Quezon City,Metro Manila,National Capital Region,E2021-31
2021-01-22,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-32
2021-01-23,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-33
2021-01-24,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-34
2021-01-25,Food/Drinks,Survival,110.0,Quezon City,Metro Manila,National Capital Region,E2021-35
2021-01-27,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-36
2021-01-28,Food/Drinks,Survival,140.0,Quezon City,Metro Manila,National Capital Region,E2021-37
2021-01-28,Garbage,Obligation,30.0,Quezon City,Metro Manila,National Capital Region,E2021-38
2021-01-29,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-39
2021-01-29,Debt repayment,Obligation,1130.0,Quezon City,Metro Manila,National Capital Region,E2021-40
2021-01-29,Grocery,Survival,657.3,Quezon City,Metro Manila,National Capital Region,E2021-41
2021-01-29,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-42
2021-01-29,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-43
2021-01-30,Hair Cut,Optional,60.0,Quezon City,Metro Manila,National Capital Region,E2021-44
2021-01-30,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-45
2021-01-31,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-46
2021-02-01,Food/Drinks,Survival,100.0,Quezon City,Metro Manila,National Capital Region,E2021-47
2021-02-02,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-48
2021-02-03,Food/Drinks,Survival,96.0,Pontevedra,Capiz,Western Visayas,E2021-49
2021-02-03,Phone/Internet,Optional,60.0,Quezon City,Metro Manila,National Capital Region,E2021-50
2021-02-03,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-51
2021-02-05,Grocery,Survival,361.5,Quezon City,Metro Manila,National Capital Region,E2021-52
2021-02-05,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-53
2021-02-08,Food/Drinks,Survival,43.0,Quezon City,Metro Manila,National Capital Region,E2021-54
2021-02-08,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-55
2021-02-10,Food/Drinks,Survival,190.0,Quezon City,Metro Manila,National Capital Region,E2021-56
2021-02-10,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-57
2021-02-11,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-58
2021-02-12,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-59
2021-02-12,Grocery,Survival,379.93,Quezon City,Metro Manila,National Capital Region,E2021-60
2021-02-12,Eating/Going Out,Optional,126.0,Quezon City,Metro Manila,National Capital Region,E2021-61
2021-02-12,Eating/Going Out,Optional,92.0,Quezon City,Metro Manila,National Capital Region,E2021-62
2021-02-12,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-63
2021-02-12,Transportation,Survival,35.0,Quezon City,Metro Manila,National Capital Region,E2021-64
2021-02-13,Bank fees,Unexpected,15.0,Quezon City,Metro Manila,National Capital Region,E2021-65
2021-02-14,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-66
2021-02-15,Pension Fund,Obligation,1200.0,Makati City,Metro Manila,National Capital Region,E2021-67
2021-02-17,Food/Drinks,Survival,76.0,Quezon City,Metro Manila,National Capital Region,E2021-68
2021-02-18,Phone/Internet,Optional,100.0,Quezon City,Metro Manila,National Capital Region,E2021-69
2021-02-18,Garbage,Obligation,10.0,Quezon City,Metro Manila,National Capital Region,E2021-70
2021-02-19,Grocery,Survival,328.29,Quezon City,Metro Manila,National Capital Region,E2021-71
2021-02-19,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-72
2021-02-19,Food/Drinks,Optional,3.0,Quezon City,Metro Manila,National Capital Region,E2021-73
2021-02-22,Electricity/Water,Obligation,130.63,Quezon City,Metro Manila,National Capital Region,E2021-74
2021-02-22,Food/Drinks,Survival,96.0,Quezon City,Metro Manila,National Capital Region,E2021-75
2021-02-22,Food/Drinks,Survival,30.0,Quezon City,Metro Manila,National Capital Region,E2021-76
2021-02-24,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-77
2021-02-24,Food/Drinks,Survival,89.0,Quezon City,Metro Manila,National Capital Region,E2021-78
2021-02-24,Debt repayment,Obligation,1.52,Quezon City,Metro Manila,National Capital Region,E2021-79
2021-02-25,Food/Drinks,Obligation,32.0,Quezon City,Metro Manila,National Capital Region,E2021-80
2021-02-26,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-81
2021-02-26,Grocery,Survival,669.53,Quezon City,Metro Manila,National Capital Region,E2021-82
2021-02-26,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-83
2021-02-26,Bank fees,Obligation,15.0,Quezon City,Metro Manila,National Capital Region,E2021-84
2021-02-27,Home,Obligation,3200.0,Pontevedra,Capiz,Western Visayas,E2021-85
2021-02-27,Food/Drinks,Survival,99.0,Quezon City,Metro Manila,National Capital Region,E2021-86
2021-02-28,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-87
2021-03-01,Debt repayment,Obligation,1130.0,Quezon City,Metro Manila,National Capital Region,E2021-88
2021-03-02,Apartment,Obligation,1000.0,Quezon City,Metro Manila,National Capital Region,E2021-89
2021-03-03,Food/Drinks,Optional,73.0,Quezon City,Metro Manila,National Capital Region,E2021-90
2021-03-04,Garbage,Obligation,20.0,Quezon City,Metro Manila,National Capital Region,E2021-91
2021-03-05,Grocery,Survival,654.44,Quezon City,Metro Manila,National Capital Region,E2021-92
2021-03-05,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-93
2021-03-06,Home,Optional,1000.0,Pontevedra,Capiz,Western Visayas,E2021-94
2021-03-07,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-95
2021-03-08,Food/Drinks,Optional,23.0,Quezon City,Metro Manila,National Capital Region,E2021-96
2021-03-09,Grocery,Survival,638.28,Quezon City,Metro Manila,National Capital Region,E2021-97
2021-03-09,Magazines/Newspapers/Books,Optional,305.0,Quezon City,Metro Manila,National Capital Region,E2021-98
2021-03-09,Transportation,Survival,80.0,Quezon City,Metro Manila,National Capital Region,E2021-99
2021-03-13,Food/Drinks,Survival,128.0,Quezon City,Metro Manila,National Capital Region,E2021-100
2021-03-14,Phone/Internet,Optional,90.0,Quezon City,Metro Manila,National Capital Region,E2021-101
2021-03-15,Home,Obligation,3000.0,Pontevedra,Capiz,Western Visayas,E2021-102
2021-03-15,Debt repayment,Obligation,1670.0,Makati City,Metro Manila,National Capital Region,E2021-103
2021-03-15,Pension Fund,Obligation,1300.0,Makati City,Metro Manila,National Capital Region,E2021-104
2021-03-16,Grocery,Survival,699.45,Quezon City,Metro Manila,National Capital Region,E2021-105
2021-03-16,Transportation,Survival,70.0,Quezon City,Metro Manila,National Capital Region,E2021-106
2021-03-19,Food/Drinks,Optional,30.0,Quezon City,Metro Manila,National Capital Region,E2021-107
2021-03-20,Home,Unexpected,10000.0,Roxas City,Capiz,Western Visayas,E2021-108
2021-03-20,Electricity/Water,Obligation,510.0,Quezon City,Metro Manila,National Capital Region,E2021-109
2021-03-20,Food/Drinks,Survival,108.0,Quezon City,Metro Manila,National Capital Region,E2021-110
2021-03-20,Home,Unexpected,90.0,Roxas City,Capiz,Western Visayas,E2021-111
